length_char,length_word,num_uppercase,uppercase_ratio,num_exclamation,num_question,num_special_chars,num_digits,num_links,repeat_word_ratio,duplicate_char_ratio,contains_promo_words,contains_brand,contains_call_action,rating,time_comment,is_night,num_repeated_phrases
80,17,2,0.025,1,0,3,10,0,0.0,0.0,1,0,1,5,17.06,0,0
68,14,15,0.22058823529411764,0,0,5,3,1,0.0,0.04411764705882353,1,0,0,5,17.04,0,0
99,19,6,0.06060606060606061,3,0,5,15,0,0.0,0.1111111111111111,1,0,1,5,17.03,0,0
82,16,0,0.0,3,0,5,10,0,0.0,0.036585365853658534,0,0,1,5,14.54,0,0
78,16,1,0.01282051282051282,0,0,5,0,0,0.5,0.0,1,0,1,5,14.59,0,6
58,11,40,0.6896551724137931,3,0,5,2,0,0.0,0.05172413793103448,1,0,1,5,15.05,0,0
75,14,4,0.05333333333333334,0,0,8,10,0,0.0,0.08,0,0,1,5,14.46,0,0
85,19,1,0.011764705882352941,3,0,8,0,0,0.0,0.03529411764705882,1,0,0,5,15.02,0,0
75,13,18,0.24,0,0,7,3,1,0.07692307692307693,0.0,1,0,0,5,14.39,0,0
109,23,1,0.009174311926605505,0,0,6,0,1,0.17391304347826086,0.027522935779816515,1,0,1,5,14.52,0,3
67,12,11,0.16417910447761194,0,0,7,3,1,0.0,0.0,1,0,0,5,15.08,0,0
87,19,14,0.16091954022988506,0,0,3,7,0,0.05263157894736842,0.0,1,0,1,5,14.5,0,0
100,18,4,0.04,4,0,12,10,0,0.1111111111111111,0.1,0,0,1,5,14.36,0,1
78,16,15,0.19230769230769232,0,0,7,10,1,0.125,0.0,1,0,0,5,15.15,0,0
81,16,2,0.024691358024691357,1,0,3,10,0,0.0,0.0,0,0,1,5,14.53,0,0
71,15,2,0.028169014084507043,1,0,3,10,0,0.0,0.0,0,0,1,5,15.09,0,0
76,16,1,0.013157894736842105,0,0,3,12,0,0.0,0.10526315789473684,0,0,1,5,15.03,0,0
80,16,0,0.0,0,0,2,10,0,0.0,0.1,0,0,1,5,15.12,0,0
107,20,7,0.06542056074766354,0,0,6,15,1,0.05,0.0,1,0,1,5,14.4,0,0
67,15,13,0.19402985074626866,0,0,3,0,1,0.0,0.04477611940298507,1,0,1,5,14.57,0,0
86,16,0,0.0,3,0,6,13,0,0.0,0.12790697674418605,1,0,1,5,14.44,0,0
75,13,18,0.24,0,0,7,3,1,0.07692307692307693,0.0,1,0,0,5,17.56,0,0
90,16,1,0.011111111111111112,0,0,7,0,1,0.5,0.0,1,0,1,5,12.25,0,6
75,14,4,0.05333333333333334,0,0,8,10,0,0.0,0.08,0,0,1,5,13.14,0,0
82,16,21,0.25609756097560976,0,0,7,8,1,0.0625,0.0,1,0,0,5,16.28,0,0
177,40,5,0.02824858757062147,0,0,9,0,0,0.025,0.0,0,0,0,5,9.29,0,0
73,16,1,0.0136986301369863,0,0,2,0,0,0.0,0.0,1,0,0,5,19.05,0,0
120,21,2,0.016666666666666666,0,0,3,0,0,0.14285714285714285,0.0,0,0,0,5,19.04,0,0
221,51,4,0.01809954751131222,0,0,5,0,0,0.13725490196078433,0.0,0,0,0,5,10.29,0,0
281,65,8,0.028469750889679714,3,0,11,8,0,0.12307692307692308,0.010676156583629894,0,0,0,5,18.55,0,0
133,30,3,0.022556390977443608,0,0,4,3,0,0.1,0.0,1,0,0,5,16.02,0,0
182,40,4,0.02197802197802198,1,0,8,4,0,0.125,0.03296703296703297,0,0,0,5,0.2,1,0
76,17,3,0.039473684210526314,0,0,3,1,0,0.058823529411764705,0.0,0,0,0,5,17.01,0,0
214,44,5,0.02336448598130841,0,0,7,0,0,0.09090909090909091,0.0,0,0,0,5,19.51,0,0
100,23,3,0.03,0,0,2,1,0,0.043478260869565216,0.0,0,0,0,5,10.13,0,0
132,29,3,0.022727272727272728,0,0,7,0,0,0.034482758620689655,0.0,0,0,0,5,21.41,0,0
203,44,8,0.03940886699507389,0,0,6,0,0,0.13636363636363635,0.0,0,0,0,5,0.26,1,0
116,24,4,0.034482758620689655,0,0,3,0,0,0.08333333333333333,0.0,0,0,0,5,0.25,1,0
309,71,12,0.038834951456310676,0,0,11,15,0,0.04225352112676056,0.0,0,0,0,3,21.32,0,0
15,3,1,0.06666666666666667,0,0,0,0,0,0.0,0.0,0,0,0,5,11.01,0,0
103,18,16,0.1553398058252427,4,0,10,7,1,0.1111111111111111,0.038834951456310676,1,0,0,5,22.05,0,1
98,24,2,0.02040816326530612,0,0,2,1,0,0.0,0.0,0,0,0,5,11.4,0,0
73,16,1,0.0136986301369863,1,0,3,0,0,0.0,0.0,0,0,0,5,17.46,0,0
140,33,3,0.02142857142857143,0,0,5,1,0,0.0,0.0,0,0,0,5,23.5,1,0
81,19,2,0.024691358024691357,1,0,5,0,0,0.0,0.07407407407407407,0,0,0,5,14.18,0,0
74,16,2,0.02702702702702703,0,0,2,1,0,0.125,0.0,0,0,0,5,16.04,0,0
100,25,3,0.03,0,0,4,2,0,0.16,0.0,0,0,0,5,22.33,0,0
71,16,3,0.04225352112676056,0,0,3,0,0,0.0625,0.0,0,0,0,5,14.41,0,0
130,30,1,0.007692307692307693,0,0,2,0,0,0.0,0.0,1,0,0,5,20.57,0,0
75,17,3,0.04,0,0,3,0,0,0.0,0.0,0,0,0,5,19.3,0,0
50,10,0,0.0,0,0,2,0,0,0.1,0.14,0,0,0,5,14.37,0,0
592,116,7,0.011824324324324325,0,0,8,5,0,0.3706896551724138,0.0,0,0,0,5,10.19,0,0
20,5,1,0.05,0,0,1,0,0,0.0,0.0,0,0,0,5,19.1,0,0
98,23,2,0.02040816326530612,0,0,2,0,0,0.043478260869565216,0.0,0,0,0,5,21.38,0,0
77,17,1,0.012987012987012988,0,0,6,0,0,0.23529411764705882,0.0,1,0,1,5,11.19,0,3
24,5,2,0.08333333333333333,0,0,1,0,0,0.0,0.0,0,0,0,5,18.03,0,0
984,215,84,0.08536585365853659,0,0,25,5,0,0.3953488372093023,0.0,0,0,0,5,17.04,0,0
85,21,4,0.047058823529411764,0,0,3,1,0,0.0,0.03529411764705882,0,0,0,5,15.15,0,0
91,18,1,0.01098901098901099,0,0,8,0,1,0.2777777777777778,0.0,1,0,1,5,19.26,0,3
104,22,2,0.019230769230769232,0,0,4,0,0,0.045454545454545456,0.0,0,0,0,5,21.01,0,0
106,26,2,0.018867924528301886,0,0,4,0,0,0.5,0.0,0,0,0,5,2.52,1,0
73,17,1,0.0136986301369863,0,0,0,0,0,0.0,0.0,0,0,0,5,14.1,0,0
55,12,1,0.01818181818181818,0,0,0,0,0,0.08333333333333333,0.0,0,0,0,5,17.28,0,0
71,17,0,0.0,0,0,2,0,0,0.0,0.0,0,0,0,5,20.04,0,0
73,17,2,0.0273972602739726,0,0,2,0,0,0.0,0.0,0,0,0,5,20.47,0,0
81,17,3,0.037037037037037035,1,0,3,0,0,0.0,0.0,0,0,0,5,10.28,0,0
104,23,5,0.04807692307692308,0,0,5,1,0,0.043478260869565216,0.0,0,0,0,5,16.18,0,0
97,22,3,0.030927835051546393,0,0,6,0,0,0.0,0.0,0,0,0,5,23.2,1,0
367,89,11,0.02997275204359673,0,0,16,18,0,0.16853932584269662,0.008174386920980926,0,0,0,5,10.37,0,0
99,20,1,0.010101010101010102,0,0,4,0,0,0.1,0.0,0,0,0,5,14.06,0,0
108,23,2,0.018518518518518517,0,0,4,0,0,0.0,0.0,0,0,0,5,15.38,0,0
25,5,1,0.04,0,0,1,0,0,0.0,0.0,0,0,0,5,15.05,0,0
44,9,1,0.022727272727272728,0,0,1,0,0,0.0,0.0,0,0,0,5,16.33,0,0
69,15,4,0.057971014492753624,0,0,4,3,0,0.06666666666666667,0.0,0,0,0,5,2.09,1,0
44,9,2,0.045454545454545456,0,0,2,0,0,0.0,0.0,0,0,0,5,20.04,0,0
88,20,0,0.0,0,0,4,0,0,0.1,0.0,0,0,0,5,17.45,0,0
63,13,1,0.015873015873015872,0,0,4,0,0,0.0,0.0,0,0,0,5,22.21,0,0
86,17,8,0.09302325581395349,1,0,3,17,0,0.0,0.0,1,0,1,5,9.21,0,0
68,15,1,0.014705882352941176,0,0,3,0,0,0.06666666666666667,0.0,0,0,0,5,13.35,0,0
47,7,5,0.10638297872340426,0,0,4,12,0,0.0,0.2978723404255319,0,0,0,5,12.24,0,0
72,17,1,0.013888888888888888,0,0,3,0,0,0.0,0.041666666666666664,0,0,0,5,11.5,0,0
24,5,1,0.041666666666666664,0,0,1,0,0,0.0,0.0,0,0,0,5,7.3,0,0
37,9,1,0.02702702702702703,0,0,0,0,0,0.0,0.0,0,0,0,5,21.34,0,0
17,4,1,0.058823529411764705,0,0,1,0,0,0.0,0.0,0,0,0,5,17.53,0,0
116,22,1,0.008620689655172414,4,0,8,10,1,0.13636363636363635,0.12931034482758622,0,0,1,5,18.5,0,1
24,5,1,0.041666666666666664,0,0,1,0,0,0.0,0.0,0,0,0,5,11.06,0,0
23,5,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,5,10.21,0,0
29,7,1,0.034482758620689655,0,0,0,0,0,0.0,0.0,0,0,0,5,20.57,0,0
66,16,0,0.0,0,0,1,0,0,0.0625,0.0,0,0,0,5,3.27,1,0
15,4,1,0.06666666666666667,0,0,0,0,0,0.0,0.0,0,0,0,5,9.36,0,0
45,11,1,0.022222222222222223,0,0,2,0,0,0.0,0.0,0,0,0,5,19.03,0,0
65,15,1,0.015384615384615385,0,0,1,2,0,0.06666666666666667,0.0,0,0,0,5,21.02,0,0
80,17,13,0.1625,3,0,6,0,1,0.0,0.075,1,0,1,5,16.55,0,0
110,21,1,0.00909090909090909,4,0,10,0,1,0.2857142857142857,0.06363636363636363,1,0,1,5,15.35,0,4
66,15,1,0.015151515151515152,0,0,3,0,0,0.0,0.0,0,0,0,5,0.24,1,0
55,13,5,0.09090909090909091,0,0,2,0,0,0.0,0.0,0,0,0,5,11.56,0,0
78,15,35,0.44871794871794873,7,0,9,2,0,0.2,0.08974358974358974,1,0,1,5,12.29,0,1
75,19,1,0.013333333333333334,0,0,0,0,0,0.05263157894736842,0.0,0,0,0,5,7.57,0,0
13,3,1,0.07692307692307693,0,0,0,0,0,0.0,0.0,0,0,0,5,18.59,0,0
9,2,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,5,21.36,0,0
7,2,1,0.14285714285714285,0,0,0,0,0,0.0,0.0,0,0,0,5,11.36,0,0
12,3,1,0.08333333333333333,0,0,0,0,0,0.0,0.0,0,0,0,5,12.08,0,0
70,17,0,0.0,0,0,1,0,0,0.058823529411764705,0.0,0,0,0,5,11.47,0,0
79,17,1,0.012658227848101266,0,0,2,0,0,0.0,0.0,0,0,0,5,20.33,0,0
73,16,2,0.0273972602739726,0,0,3,0,0,0.1875,0.0,0,0,0,5,20.45,0,0
88,20,1,0.011363636363636364,0,0,2,0,0,0.1,0.0,0,0,0,5,10.03,0,0
67,15,1,0.014925373134328358,0,0,2,0,0,0.06666666666666667,0.0,0,0,0,5,11.3,0,0
97,21,3,0.030927835051546393,0,0,3,0,0,0.0,0.0,0,0,0,5,8.04,0,0
112,27,9,0.08035714285714286,0,0,0,0,0,0.14814814814814814,0.0,0,0,0,5,16.38,0,0
18,3,1,0.05555555555555555,0,0,0,0,0,0.0,0.0,0,0,0,5,11.55,0,0
132,29,4,0.030303030303030304,0,0,6,0,0,0.034482758620689655,0.0,1,0,0,5,21.46,0,0
241,51,6,0.024896265560165973,0,0,9,2,0,0.21568627450980393,0.012448132780082987,0,0,0,4,11.3,0,0
79,17,2,0.02531645569620253,0,0,1,1,0,0.058823529411764705,0.0,0,0,0,5,13.29,0,0
62,15,3,0.04838709677419355,0,0,2,4,0,0.0,0.0,0,0,0,5,16.37,0,0
68,15,4,0.058823529411764705,0,0,0,0,0,0.13333333333333333,0.0,0,0,0,4,15.56,0,0
94,21,2,0.02127659574468085,0,0,4,0,0,0.0,0.0,0,0,0,5,15.42,0,0
233,52,5,0.02145922746781116,0,0,6,0,0,0.057692307692307696,0.0,0,0,0,5,15.53,0,0
151,33,3,0.019867549668874173,0,0,2,4,0,0.06060606060606061,0.0,0,0,0,5,17.22,0,0
84,17,2,0.023809523809523808,0,0,3,0,0,0.0,0.0,0,0,0,5,14.14,0,0
151,36,3,0.019867549668874173,0,0,1,1,0,0.1388888888888889,0.0,0,0,0,5,12.55,0,0
110,27,2,0.01818181818181818,0,0,3,0,0,0.037037037037037035,0.0,0,0,0,5,14.53,0,0
75,14,16,0.21333333333333335,0,0,4,7,1,0.0,0.04,1,0,0,5,10.49,0,0
69,16,1,0.014492753623188406,0,0,0,0,0,0.0,0.0,0,0,0,5,23.09,1,0
72,17,3,0.041666666666666664,0,0,0,0,0,0.0,0.0,0,0,0,5,12.56,0,0
265,55,5,0.018867924528301886,0,0,9,0,0,0.12727272727272726,0.0,0,0,0,5,23.42,1,0
84,17,2,0.023809523809523808,0,0,3,0,0,0.0,0.0,0,0,0,5,14.55,0,0
55,12,1,0.01818181818181818,0,0,2,0,0,0.0,0.0,0,0,0,5,21.08,0,0
52,12,3,0.057692307692307696,0,0,3,0,0,0.08333333333333333,0.0,0,0,0,5,20.21,0,0
87,24,2,0.022988505747126436,0,0,0,1,0,0.041666666666666664,0.0,0,0,0,5,22.27,0,0
135,32,1,0.007407407407407408,0,0,0,0,0,0.34375,0.0,0,0,0,5,7.07,0,0
50,11,1,0.02,0,0,2,0,0,0.0,0.0,0,0,0,5,13.36,0,0
62,16,2,0.03225806451612903,0,0,1,1,0,0.0625,0.0,0,0,0,5,20.57,0,0
152,34,2,0.013157894736842105,0,0,5,0,0,0.17647058823529413,0.0,0,0,0,5,17.15,0,0
520,117,5,0.009615384615384616,0,0,10,0,0,0.21367521367521367,0.0,0,0,0,5,12.3,0,0
107,25,2,0.018691588785046728,0,0,2,2,0,0.08,0.0,0,0,0,5,16.07,0,0
101,26,3,0.0297029702970297,0,0,6,3,0,0.23076923076923078,0.0,0,0,0,5,11.45,0,0
107,24,0,0.0,0,0,5,0,0,0.0,0.0,0,0,0,5,16.14,0,0
588,130,7,0.011904761904761904,0,0,18,0,0,0.23076923076923078,0.0,0,0,0,5,9.29,0,0
102,26,2,0.0196078431372549,0,0,2,1,0,0.11538461538461539,0.0,0,0,0,5,22.09,0,0
66,15,4,0.06060606060606061,0,0,0,0,0,0.0,0.0,0,0,0,5,20.0,0,0
93,20,3,0.03225806451612903,0,0,0,0,0,0.2,0.0,0,0,0,5,20.5,0,0
40,9,2,0.05,0,0,3,0,0,0.0,0.0,0,0,0,5,11.13,0,0
181,31,2,0.011049723756906077,0,0,5,0,0,0.03225806451612903,0.0,0,0,0,5,19.12,0,0
127,29,4,0.031496062992125984,1,0,4,0,0,0.06896551724137931,0.0,0,0,0,5,10.43,0,0
58,12,3,0.05172413793103448,0,0,0,0,0,0.0,0.0,0,0,0,5,18.13,0,0
91,21,3,0.03296703296703297,0,0,3,0,0,0.09523809523809523,0.0,0,0,0,5,13.39,0,0
152,35,3,0.019736842105263157,0,0,3,0,0,0.11428571428571428,0.0,0,0,0,5,11.34,0,0
76,19,3,0.039473684210526314,0,0,3,0,0,0.10526315789473684,0.0,0,0,0,5,17.09,0,0
219,48,7,0.0319634703196347,0,0,7,0,0,0.2708333333333333,0.0,0,0,0,5,21.0,0,0
168,42,2,0.011904761904761904,0,0,4,1,0,0.14285714285714285,0.0,0,0,0,5,9.15,0,0
50,13,1,0.02,0,0,1,1,0,0.15384615384615385,0.0,0,0,0,5,20.12,0,0
69,17,0,0.0,0,0,4,0,0,0.058823529411764705,0.0,0,0,0,5,9.38,0,0
74,17,1,0.013513513513513514,0,0,0,0,0,0.0,0.0,0,0,0,5,22.34,0,0
117,25,3,0.02564102564102564,0,0,7,0,0,0.0,0.0,0,0,0,5,13.03,0,0
79,17,4,0.05063291139240506,0,0,5,0,0,0.058823529411764705,0.0,0,0,0,5,10.18,0,0
91,19,4,0.04395604395604396,0,0,4,0,0,0.0,0.0,0,0,0,5,8.52,0,0
81,21,1,0.012345679012345678,0,0,1,2,0,0.19047619047619047,0.0,0,0,0,5,8.03,0,0
78,16,3,0.038461538461538464,0,0,4,0,0,0.0625,0.0,0,0,0,5,7.19,0,0
78,17,1,0.01282051282051282,0,0,4,0,0,0.058823529411764705,0.0,0,0,0,5,20.48,0,0
74,16,1,0.013513513513513514,0,0,4,0,0,0.0,0.0,0,0,0,5,18.18,0,0
70,17,0,0.0,0,0,1,0,0,0.17647058823529413,0.0,1,0,0,5,22.48,0,0
58,11,1,0.017241379310344827,0,0,5,0,0,0.09090909090909091,0.0,0,0,0,5,18.39,0,0
1319,294,21,0.01592115238817286,0,0,30,0,0,0.3197278911564626,0.0,0,0,0,5,0.27,1,0
94,20,1,0.010638297872340425,0,0,1,0,0,0.1,0.0,0,0,0,5,12.55,0,0
73,16,1,0.0136986301369863,0,0,3,0,0,0.0,0.0,0,0,0,5,10.5,0,0
77,19,0,0.0,0,0,0,2,0,0.05263157894736842,0.0,0,0,0,5,16.48,0,0
92,21,3,0.03260869565217391,0,0,2,0,0,0.047619047619047616,0.0,0,0,0,5,20.13,0,0
73,16,1,0.0136986301369863,0,0,2,0,0,0.0625,0.0,0,0,0,5,20.25,0,0
69,18,3,0.043478260869565216,0,0,0,0,0,0.05555555555555555,0.0,0,0,0,5,14.56,0,0
72,17,1,0.013888888888888888,0,0,0,0,0,0.058823529411764705,0.0,0,0,0,5,16.01,0,0
77,19,2,0.025974025974025976,0,0,3,0,0,0.05263157894736842,0.0,0,0,0,5,12.38,0,0
65,13,1,0.015384615384615385,0,0,3,0,0,0.07692307692307693,0.0,0,0,0,5,8.01,0,0
56,13,1,0.017857142857142856,0,0,2,0,0,0.0,0.0,0,0,0,5,22.47,0,0
63,14,1,0.015873015873015872,0,0,1,1,0,0.0,0.0,0,0,0,5,23.34,1,0
68,17,1,0.014705882352941176,0,0,1,0,0,0.23529411764705882,0.0,0,0,0,5,9.37,0,0
117,28,5,0.042735042735042736,0,0,4,5,0,0.0,0.0,0,0,0,5,23.07,1,0
333,75,7,0.021021021021021023,0,1,13,7,0,0.22666666666666666,0.0,0,0,0,5,13.11,0,0
52,12,2,0.038461538461538464,0,0,1,0,0,0.0,0.0,0,0,0,5,21.3,0,0
64,14,1,0.015625,0,0,2,0,0,0.0,0.0,0,0,0,5,19.18,0,0
95,20,4,0.042105263157894736,0,0,4,0,0,0.05,0.0,0,0,0,5,11.03,0,0
92,18,5,0.05434782608695652,0,0,1,0,0,0.0,0.0,0,0,0,5,21.17,0,0
277,58,42,0.15162454873646208,1,0,26,21,1,0.1724137931034483,0.0,1,0,1,5,1.33,1,0
91,20,1,0.01098901098901099,0,0,6,0,0,0.0,0.0,0,0,0,5,9.36,0,0
106,25,6,0.05660377358490566,1,0,4,0,0,0.04,0.0,0,0,0,5,23.53,1,0
69,16,1,0.014492753623188406,0,0,0,0,0,0.0,0.0,0,0,0,5,22.45,0,0
107,24,0,0.0,0,0,4,0,0,0.08333333333333333,0.0,0,0,0,5,19.24,0,0
115,26,1,0.008695652173913044,0,0,3,0,0,0.23076923076923078,0.0,0,0,0,5,16.39,0,0
54,11,2,0.037037037037037035,0,0,1,0,0,0.0,0.05555555555555555,0,0,0,5,14.31,0,0
79,18,4,0.05063291139240506,0,0,3,0,0,0.05555555555555555,0.0,0,0,0,5,22.16,0,0
79,18,4,0.05063291139240506,0,0,3,0,0,0.05555555555555555,0.0,0,0,0,5,22.14,0,0
88,16,10,0.11363636363636363,0,0,8,15,0,0.0,0.1590909090909091,1,0,1,5,14.0,0,0
70,15,0,0.0,0,0,2,0,0,0.13333333333333333,0.0,0,0,0,5,23.14,1,0
1278,231,136,0.10641627543035993,0,0,132,62,13,0.3722943722943723,0.004694835680751174,1,0,0,5,16.09,0,0
78,17,1,0.01282051282051282,0,0,4,0,0,0.058823529411764705,0.0,0,0,0,5,20.52,0,0
105,24,2,0.01904761904761905,0,1,3,0,0,0.0,0.0,0,0,0,5,17.46,0,0
80,18,3,0.0375,0,0,2,4,0,0.05555555555555555,0.0375,0,0,0,5,14.41,0,0
82,17,0,0.0,0,0,6,0,0,0.11764705882352941,0.0,0,0,0,5,18.28,0,0
44,11,1,0.022727272727272728,0,0,0,0,0,0.18181818181818182,0.0,0,0,0,5,21.41,0,0
90,19,1,0.011111111111111112,0,0,2,0,0,0.05263157894736842,0.0,1,0,0,5,10.56,0,0
76,15,0,0.0,0,0,2,0,0,0.2,0.0,0,0,0,5,2.38,1,0
84,18,1,0.011904761904761904,0,0,1,0,0,0.1111111111111111,0.0,0,0,0,5,21.5,0,0
41,10,2,0.04878048780487805,0,0,1,0,0,0.0,0.0,0,0,0,5,20.29,0,0
67,14,1,0.014925373134328358,0,0,1,0,0,0.14285714285714285,0.0,0,0,0,5,9.43,0,0
74,16,1,0.013513513513513514,0,0,5,1,0,0.0625,0.0,0,0,0,5,23.11,1,0
96,24,1,0.010416666666666666,0,0,0,0,0,0.125,0.0,0,0,0,5,23.35,1,0
40,8,2,0.05,0,0,2,0,0,0.0,0.0,0,0,0,5,15.19,0,0
274,61,4,0.014598540145985401,0,0,5,4,0,0.2459016393442623,0.0,0,0,0,5,20.48,0,0
180,40,4,0.022222222222222223,0,0,9,6,0,0.075,0.0,0,0,0,5,22.46,0,0
109,28,4,0.03669724770642202,0,0,3,0,0,0.14285714285714285,0.0,0,0,0,5,9.53,0,0
133,29,2,0.015037593984962405,0,0,4,0,0,0.0,0.0,0,0,0,5,15.12,0,0
199,44,2,0.010050251256281407,0,0,7,3,0,0.18181818181818182,0.0,0,0,0,4,15.49,0,0
295,68,4,0.013559322033898305,0,0,8,5,0,0.14705882352941177,0.0,1,0,0,5,0.09,1,0
106,26,1,0.009433962264150943,0,0,0,0,0,0.15384615384615385,0.0,0,0,0,5,11.4,0,0
167,37,2,0.011976047904191617,0,0,7,2,0,0.16216216216216217,0.0,0,0,0,5,22.0,0,0
314,73,2,0.006369426751592357,0,0,10,0,0,0.1917808219178082,0.0,0,0,0,5,23.19,1,0
156,36,1,0.00641025641025641,0,0,5,2,0,0.1111111111111111,0.0,0,0,0,5,8.09,0,0
46,10,2,0.043478260869565216,0,0,9,0,0,0.0,0.10869565217391304,0,0,0,5,10.0,0,0
63,16,2,0.031746031746031744,0,0,1,0,0,0.125,0.0,0,0,0,5,6.0,0,0
385,91,6,0.015584415584415584,0,0,7,1,0,0.18681318681318682,0.0,1,0,0,5,7.22,0,0
343,84,5,0.014577259475218658,0,0,8,1,0,0.25,0.0,0,0,0,5,20.34,0,0
621,144,7,0.011272141706924315,0,0,21,18,0,0.2569444444444444,0.0,1,0,1,5,21.12,0,0
274,61,4,0.014598540145985401,0,0,5,4,0,0.2459016393442623,0.0,0,0,0,5,20.46,0,0
116,25,1,0.008620689655172414,0,0,5,1,0,0.04,0.0,0,0,0,5,11.17,0,0
99,22,1,0.010101010101010102,0,0,8,1,0,0.0,0.0,1,0,0,5,20.23,0,0
72,19,1,0.013888888888888888,0,0,1,1,0,0.0,0.0,0,0,0,5,22.06,0,0
77,19,1,0.012987012987012988,0,0,3,1,0,0.0,0.0,0,0,0,5,9.43,0,0
81,18,2,0.024691358024691357,0,0,3,0,0,0.05555555555555555,0.0,0,0,0,5,15.19,0,0
152,36,2,0.013157894736842105,0,0,4,0,0,0.16666666666666666,0.0,0,0,0,5,17.25,0,0
33,8,1,0.030303030303030304,0,0,1,0,0,0.0,0.0,0,0,0,5,11.32,0,0
60,14,2,0.03333333333333333,0,0,3,0,0,0.07142857142857142,0.0,0,0,0,5,15.49,0,0
21,6,1,0.047619047619047616,0,0,0,1,0,0.0,0.0,0,0,0,5,11.47,0,0
76,16,1,0.013157894736842105,0,0,3,12,0,0.0,0.0,0,0,1,5,16.35,0,0
75,14,16,0.21333333333333335,0,0,4,7,1,0.0,0.04,1,0,0,5,11.36,0,0
109,25,2,0.01834862385321101,0,0,3,1,0,0.04,0.0,1,0,0,5,14.13,0,0
62,13,1,0.016129032258064516,0,0,3,0,0,0.0,0.0,0,0,0,5,21.24,0,0
94,23,3,0.031914893617021274,0,0,0,2,0,0.0,0.0,1,0,0,5,22.28,0,0
67,15,1,0.014925373134328358,0,0,1,0,0,0.0,0.0,0,0,0,5,10.22,0,0
116,27,0,0.0,0,0,2,1,0,0.07407407407407407,0.0,0,0,1,3,15.06,0,0
75,16,9,0.12,0,0,9,0,0,0.0,0.08,1,0,0,5,20.0,0,0
27,6,1,0.037037037037037035,0,0,1,0,0,0.0,0.0,0,0,0,5,9.45,0,0
34,9,0,0.0,0,0,1,1,0,0.0,0.0,0,0,0,5,21.43,0,0
108,20,16,0.14814814814814814,0,0,4,7,1,0.05,0.05555555555555555,1,0,0,5,17.44,0,0
78,16,0,0.0,0,0,2,10,0,0.0,0.0,0,0,1,5,8.11,0,0
111,15,3,0.02702702702702703,0,0,1,2,0,0.13333333333333333,0.0,0,0,0,5,10.52,0,0
67,16,1,0.014925373134328358,0,0,0,0,0,0.0,0.0,0,0,0,5,12.34,0,0
196,43,3,0.015306122448979591,0,0,3,1,0,0.13953488372093023,0.08673469387755102,0,0,1,1,19.31,0,0
222,51,5,0.02252252252252252,0,0,6,2,0,0.2549019607843137,0.0,0,0,1,1,18.03,0,0
84,19,1,0.011904761904761904,0,0,1,0,0,0.05263157894736842,0.0,0,0,0,4,15.2,0,0
114,26,4,0.03508771929824561,0,0,5,0,0,0.11538461538461539,0.0,0,0,0,5,21.15,0,0
111,20,1,0.009009009009009009,4,0,11,0,1,0.5,0.036036036036036036,1,0,1,5,9.44,0,7
76,18,3,0.039473684210526314,0,0,2,0,0,0.1111111111111111,0.0,0,0,0,5,23.23,1,0
118,24,7,0.059322033898305086,0,0,3,17,0,0.0,0.0,1,0,1,5,13.09,0,0
16,4,1,0.0625,0,0,0,0,0,0.0,0.0,0,0,0,5,1.35,1,0
12,3,1,0.08333333333333333,0,0,0,0,0,0.0,0.0,0,0,0,5,16.05,0,0
15,4,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,5,15.54,0,0
106,23,1,0.009433962264150943,0,0,0,0,0,0.08695652173913043,0.0,0,0,0,5,16.48,0,0
177,44,5,0.02824858757062147,0,0,6,11,0,0.09090909090909091,0.0,1,0,0,5,23.3,1,0
196,45,1,0.00510204081632653,0,0,1,0,0,0.022222222222222223,0.0,0,0,0,5,11.27,0,0
14,4,1,0.07142857142857142,0,0,0,0,0,0.0,0.0,0,0,0,5,6.36,0,0
147,32,2,0.013605442176870748,0,0,3,0,0,0.09375,0.0,0,0,0,5,16.21,0,0
140,32,2,0.014285714285714285,0,0,5,1,0,0.03125,0.0,0,0,0,5,20.3,0,0
35,9,1,0.02857142857142857,0,0,2,0,0,0.0,0.0,0,0,0,5,21.47,0,0
107,29,3,0.028037383177570093,0,0,3,1,0,0.034482758620689655,0.0,0,0,0,3,20.0,0,0
169,38,2,0.011834319526627219,0,0,7,2,0,0.10526315789473684,0.023668639053254437,1,0,0,1,10.08,0,0
69,17,0,0.0,0,0,3,2,0,0.17647058823529413,0.0,0,0,0,5,9.59,0,0
124,28,5,0.04032258064516129,0,0,3,0,0,0.03571428571428571,0.0,1,0,0,5,10.29,0,0
311,75,2,0.006430868167202572,0,0,9,4,0,0.2,0.0,0,0,1,1,11.08,0,0
146,35,0,0.0,0,0,4,2,0,0.02857142857142857,0.0,0,0,0,5,14.41,0,0
161,38,6,0.037267080745341616,0,0,3,1,0,0.18421052631578946,0.0,0,0,0,4,14.29,0,0
148,35,1,0.006756756756756757,0,0,4,0,0,0.11428571428571428,0.0,0,0,0,5,16.24,0,0
75,18,2,0.02666666666666667,0,0,1,1,0,0.0,0.0,1,0,0,5,16.0,0,0
36,9,1,0.027777777777777776,0,0,1,0,0,0.0,0.0,0,0,0,5,18.02,0,0
